"","pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher_1","fielder_2_1","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","barrel"
"106","FF",2019-04-03,97.7,-1.5,5.73,"Jacob deGrom",435522,594798,"null","foul",NA,NA,NA,NA,5,"null","R","L","R","MIA","NYM","S","null","null",2,0,2019,-0.64,1.46,-0.2,2.9,NA,NA,NA,2,1,"Bot",NA,NA,NA,NA,621512,NA,"190403_221859",5.06377844290814,-142.229625919848,-5.57513246839253,-10.0203170256872,35.1235422549343,-10.9826862752486,3.65,1.79,NA,NA,NA,98.4,2408,6.8,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.5,"null","null","null","null","null","null","null",6,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",0
"107","FF",2019-04-03,97.4,-1.54,5.7,"Jacob deGrom",435522,594798,"null","ball",NA,NA,NA,NA,13,"null","R","L","R","MIA","NYM","B","null","null",1,0,2019,-0.79,1.61,-1.03,2.5,NA,NA,NA,2,1,"Bot",NA,NA,NA,NA,621512,NA,"190403_221838",3.24192372258685,-141.732507984275,-6.85833147268392,-11.5585417183599,34.7261123218712,-8.77775467168067,3.58,1.79,NA,NA,NA,98.1,2433,6.8,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.54,"null","null","null","null","null","null","null",6,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",0
"108","FF",2019-04-03,97.4,-1.56,5.73,"Jacob deGrom",435522,594798,"null","ball",NA,NA,NA,NA,2,"null","R","L","R","MIA","NYM","B","null","null",0,0,2019,-0.57,1.57,0.22,3.5,NA,NA,NA,2,1,"Bot",NA,NA,NA,NA,621512,NA,"190403_221821",6.17908513982584,-141.765034367349,-4.12181676031465,-9.35064086262982,34.9794849950293,-10.0076322058185,3.64,1.8,NA,NA,NA,98,2455,6.8,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.56,"null","null","null","null","null","null","null",6,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",0
"109","FF",2019-04-03,97.5,-1.5,5.67,"Jacob deGrom",605119,594798,"field_out","hit_into_play",NA,NA,NA,NA,6,"Brian Anderson flies out to right fielder Michael Conforto.  ","R","R","R","MIA","NYM","X","9","fly_ball",0,0,2019,-0.53,1.54,0.63,2.61,NA,NA,NA,1,1,"Bot",202.07,94.09,NA,NA,621512,NA,"190403_221753",7.04756355670782,-141.798078858019,-6.37053659696076,-8.90395513889908,34.3476145700109,-9.66302006674882,3.51,1.67,299,96.9,46,98.4,2442,6.9,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.5,"0.012","0.012","0.00","1","0","0","3",5,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",0
"110","FF",2019-04-03,97.3,-1.67,5.72,"Jacob deGrom",434158,594798,"strikeout","swinging_strike",NA,NA,NA,NA,1,"Curtis Granderson strikes out swinging.  ","R","L","R","MIA","NYM","S","2","null",2,2,2019,-0.42,1.53,-0.61,2.87,NA,NA,NA,0,1,"Bot",NA,NA,NA,NA,621512,NA,"190403_221706",3.88308115317513,-141.627123592454,-5.73358036127101,-6.62147702128473,34.2282302201688,-10.1478740299513,3.28,1.57,NA,NA,NA,98.1,2412,6.9,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.67,"null","null","0.00","1","0","0","null",4,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",0
"111","FF",2019-04-03,98.1,-1.57,5.71,"Jacob deGrom",434158,594798,"null","ball",NA,NA,NA,NA,11,"null","R","L","R","MIA","NYM","B","null","null",1,2,2019,-0.49,1.59,-1.38,3.73,NA,NA,NA,0,1,"Bot",NA,NA,NA,NA,621512,NA,"190403_221649",1.68392950623799,-142.934306305269,-3.6280524247597,-7.1793501560988,35.0862554303505,-9.53188571576647,3.28,1.57,NA,NA,NA,98.8,2487,6.8,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.57,"null","null","null","null","null","null","null",4,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",0
"112","CH",2019-04-03,91,-1.53,5.72,"Jacob deGrom",434158,594798,"null","swinging_strike",NA,NA,NA,NA,7,"null","R","L","R","MIA","NYM","S","null","null",1,1,2019,-1.26,0.8,-0.53,2.06,NA,NA,NA,0,1,"Bot",NA,NA,NA,NA,621512,NA,"190403_221633",5.28073871480892,-132.459675719761,-5.02450903219274,-16.085270110185,28.9096261423759,-21.771446313959,3.28,1.55,NA,NA,NA,91.6,1710,6.7,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.53,"null","null","null","null","null","null","null",4,3,"Changeup",0,0,0,0,0,0,0,0,"Infield shift","Standard",0
"113","FF",2019-04-03,97.3,-1.77,5.73,"Jacob deGrom",434158,594798,"null","ball",NA,NA,NA,NA,11,"null","R","L","R","MIA","NYM","B","null","null",0,1,2019,-0.55,1.51,-1.1,3.56,NA,NA,NA,0,1,"Bot",NA,NA,NA,NA,621512,NA,"190403_221620",3.12276946462755,-141.795970905973,-3.86334680803517,-8.26027080426261,35.0582711568052,-10.7933473589151,3.3,1.55,NA,NA,NA,98.1,2443,6.9,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.77,"null","null","null","null","null","null","null",4,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",0
"114","FF",2019-04-03,96.5,-1.73,5.65,"Jacob deGrom",434158,594798,"null","called_strike",NA,NA,NA,NA,4,"null","R","L","R","MIA","NYM","S","null","null",0,0,2019,-0.59,1.48,-0.49,2.18,NA,NA,NA,0,1,"Bot",NA,NA,NA,NA,621512,NA,"190403_221607",4.74473994296184,-140.485133846682,-7.14339850883138,-9.06615483503017,33.2907090680743,-10.8000766040558,3.32,1.55,NA,NA,NA,97.3,2347,6.8,567365,594798,621512,624413,429664,605204,642708,607043,542979,624424,-1.73,"null","null","null","null","null","null","null",4,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",0
"115","FF",2019-03-28,96.4,-1.37,5.56,"Jacob deGrom",475582,594798,"field_out","hit_into_play",NA,NA,NA,NA,2,"Ryan Zimmerman flies out to right fielder Michael Conforto.  ","R","R","R","WSH","NYM","X","9","fly_ball",0,0,2019,-0.29,1.36,-0.24,3.15,607208,NA,NA,2,6,"Bot",160.74,82.86,NA,NA,467092,NA,"190328_184317",3.72334016858975,-140.450948507723,-4.02487103470217,-4.76920190542257,34.6814200608891,-13.1214240513297,3.4,1.56,286,89,41,97.3,2385,6.9,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.37,"0.015","0.019","0.00","1","0","0","3",44,1,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"116","CH",2019-03-28,88.2,-1.34,5.41,"Jacob deGrom",665742,594798,"strikeout","swinging_strike",NA,NA,NA,NA,13,"Juan Soto strikes out swinging.  ","R","L","R","WSH","NYM","S","2","null",3,2,2019,-1.21,0.6,-0.6,1.29,607208,NA,NA,1,6,"Bot",NA,NA,NA,NA,467092,NA,"190328_184231",4.46452868711752,-128.476980964305,-5.30338680357764,-14.6740775981726,26.8386079301645,-24.3730348925076,3.4,1.57,NA,NA,NA,89.7,1714,7.2,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.34,"null","null","0.00","1","0","0","null",43,6,"Changeup",0,1,0,1,1,0,0,1,"Strategic","Standard",0
"117","SL",2019-03-28,91.6,-1.57,5.48,"Jacob deGrom",665742,594798,"null","ball",NA,NA,NA,NA,11,"null","R","L","R","WSH","NYM","B","null","null",2,2,2019,0.1,0.47,-1.39,2.54,NA,607208,NA,1,6,"Bot",NA,NA,NA,NA,467092,NA,"190328_184156",0.218069111772535,-133.518558918564,-2.60748819942278,1.18781537440624,30.4948313677006,-26.0916293555121,2.86,1.39,NA,NA,NA,92.4,2363,6.8,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.57,"null","null","null","null","null","null","null",43,5,"Slider",0,1,0,1,1,0,0,1,"Standard","Standard",0
"118","FF",2019-03-28,95.5,-1.36,5.48,"Jacob deGrom",665742,594798,"null","called_strike",NA,NA,NA,NA,4,"null","R","L","R","WSH","NYM","S","null","null",2,1,2019,-0.4,1.52,-0.74,2.28,NA,607208,NA,1,6,"Bot",NA,NA,NA,NA,467092,NA,"190328_184125",2.63436790568236,-139.118701169995,-6.41921020984722,-5.97470547529298,34.0300727084329,-10.5419255123985,3.07,1.55,NA,NA,NA,96.9,2314,7.3,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.36,"null","null","null","null","null","null","null",43,4,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"119","FF",2019-03-28,95.5,-1.29,5.54,"Jacob deGrom",665742,594798,"null","ball",NA,NA,NA,NA,12,"null","R","L","R","WSH","NYM","B","null","null",1,1,2019,-0.56,1.42,0.54,4.42,NA,607208,NA,1,6,"Bot",NA,NA,NA,NA,467092,NA,"190328_184057",6.18190880155123,-139.012866033176,-0.571642858308094,-8.7999656023149,33.0824220436203,-13.4546967015054,3.02,1.56,NA,NA,NA,96.5,2334,7,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.29,"null","null","null","null","null","null","null",43,3,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"120","SL",2019-03-28,89.8,-1.16,5.61,"Jacob deGrom",665742,594798,"null","called_strike",NA,NA,NA,NA,12,"null","R","L","R","WSH","NYM","S","null","null",1,0,2019,0.13,0.4,0.3,3.37,NA,607208,NA,1,6,"Bot",NA,NA,NA,NA,467092,NA,"190328_184026",3.37125658352489,-130.897385391538,-0.458741497783717,0.805918353263769,27.0934570347444,-27.5573500091887,3.17,1.54,NA,NA,NA,90.9,2268,6.8,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.16,"null","null","null","null","null","null","null",43,2,"Slider",0,1,0,1,1,0,0,1,"Standard","Standard",0
"121","FF",2019-03-28,95.5,-1.48,5.47,"Jacob deGrom",665742,594798,"null","ball",NA,NA,NA,NA,11,"null","R","L","R","WSH","NYM","B","null","null",0,0,2019,-0.52,1.32,-0.46,3.97,NA,607208,NA,1,6,"Bot",NA,NA,NA,NA,467092,NA,"190328_184000",3.96481480446006,-139.309536047545,-1.45534327341218,-7.8334199808621,30.2000693229163,-14.2774632809705,3.08,1.56,NA,NA,NA,97.4,2290,7.2,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.48,"null","null","null","null","null","null","null",43,1,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"122","CH",2019-03-28,87.2,-1.19,5.48,"Jacob deGrom",543685,594798,"field_out","hit_into_play",NA,NA,NA,NA,9,"Anthony Rendon grounds out, shortstop Amed Rosario to first baseman Pete Alonso.  ","R","R","R","WSH","NYM","X","6","ground_ball",3,2,2019,-1.2,0.21,0.75,2.04,NA,607208,NA,0,6,"Bot",107.78,159.33,NA,NA,467092,NA,"190328_183848",7.38850190963154,-127.033543208617,-2.67249460621579,-14.9140848090484,24.4948620976723,-29.4531119978212,3.4,1.57,62,81.4,4,89.3,1924,7.4,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.19,"0.285","0.272","0.00","1","0","0","2",42,7,"Changeup",0,1,0,1,1,0,0,1,"Standard","Standard",0
"123","FF",2019-03-28,96.5,-1.32,5.53,"Jacob deGrom",543685,594798,"null","foul",NA,NA,NA,NA,2,"null","R","R","R","WSH","NYM","S","null","null",3,2,2019,-0.35,1.5,0,2.98,NA,607208,NA,0,6,"Bot",NA,NA,NA,NA,467092,NA,"190328_183815",4.3672394157475,-140.583468259619,-4.73919084188771,-5.69741844918042,29.6755550372858,-11.171172247642,3.4,1.56,NA,NA,NA,97.5,2381,6.7,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.32,"null","null","null","null","null","null","null",42,6,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"124","FF",2019-03-28,96.6,-1.33,5.49,"Jacob deGrom",543685,594798,"null","ball",NA,NA,NA,NA,12,"null","R","R","R","WSH","NYM","B","null","null",2,2,2019,-0.5,1.56,1.7,3.26,NA,607208,NA,0,6,"Bot",NA,NA,NA,NA,467092,NA,"190328_183742",9.28947812025196,-140.569191791334,-4.04036608199591,-8.6448072567536,29.4582295152798,-10.3695868834281,3.19,1.47,NA,NA,NA,97.8,2462,6.8,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.33,"null","null","null","null","null","null","null",42,5,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"125","SL",2019-03-28,90.9,-1.47,5.56,"Jacob deGrom",543685,594798,"null","foul",NA,NA,NA,NA,5,"null","R","R","R","WSH","NYM","S","null","null",2,1,2019,0.26,0.56,-0.02,2.82,NA,607208,NA,0,6,"Bot",NA,NA,NA,NA,467092,NA,"190328_183710",3.10124266140713,-132.526997147507,-2.24977222655213,2.55390132445809,26.2489293938084,-25.1338004502216,3.4,1.56,183,NA,NA,92.1,2465,6.7,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.47,"null","null","null","null","null","null","null",42,4,"Slider",0,1,0,1,1,0,0,1,"Strategic","Standard",0
"126","CH",2019-03-28,87,-1.26,5.53,"Jacob deGrom",543685,594798,"null","swinging_strike",NA,NA,NA,NA,8,"null","R","R","R","WSH","NYM","S","null","null",2,0,2019,-1.09,0.23,0.01,1.47,NA,607208,NA,0,6,"Bot",NA,NA,NA,NA,467092,NA,"190328_183617",5.49041975807528,-126.866484607307,-4.19180854791587,-13.3435026551089,24.0367427197956,-28.9956341140023,3.4,1.56,NA,NA,NA,89.2,1784,7.4,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.26,"null","null","null","null","null","null","null",42,3,"Changeup",0,1,0,1,1,0,0,1,"Standard","Standard",0
"127","FF",2019-03-28,94.2,-1.36,5.45,"Jacob deGrom",543685,594798,"null","ball",NA,NA,NA,NA,12,"null","R","R","R","WSH","NYM","B","null","null",1,0,2019,-0.44,1.36,1.21,3.03,NA,NA,607208,0,6,"Bot",NA,NA,NA,NA,467092,NA,"190328_183526",7.74206542346781,-137.059280781593,-3.69914029827747,-7.35919652336435,30.2021342409418,-14.0870103386081,3.23,1.49,NA,NA,NA,95.3,2242,6.9,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.36,"null","null","null","null","null","null","null",42,2,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"128","SL",2019-03-28,88.1,-1.43,5.66,"Jacob deGrom",543685,594798,"null","ball",NA,NA,NA,NA,12,"null","R","R","R","WSH","NYM","B","null","null",0,0,2019,0.32,0.52,1.15,3.17,NA,NA,607208,0,6,"Bot",NA,NA,NA,NA,467092,NA,"190328_183458",5.65423208430138,-128.304868828752,-1.11557851954242,2.48961760026994,24.6522147643784,-26.2942863356486,3.25,1.51,NA,NA,NA,89.1,2450,6.7,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.43,"null","null","null","null","null","null","null",42,1,"Slider",0,1,0,1,1,0,0,1,"Standard","Standard",0
"129","FF",2019-03-28,94.9,-1.54,5.54,"Jacob deGrom",607208,594798,"single","hit_into_play_no_out",NA,NA,NA,NA,7,"Trea Turner singles on a ground ball to left fielder Brandon Nimmo.  ","R","R","R","WSH","NYM","X","7","ground_ball",0,1,2019,-0.71,1.51,-0.31,1.92,NA,NA,NA,0,6,"Bot",79.34,104.98,NA,NA,467092,NA,"190328_183352",4.94775232447751,-138.212316685183,-7.46349973637872,-10.5008818298873,30.0618469626114,-10.7244402877385,3.46,1.59,162,100.3,6,96.8,2446,7.3,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.54,"0.588","0.531","0.90","1","1","0","4",41,2,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"130","FF",2019-03-28,95.5,-1.36,5.57,"Jacob deGrom",607208,594798,"null","foul",NA,NA,NA,NA,6,"null","R","R","R","WSH","NYM","S","null","null",0,0,2019,-0.59,1.5,0.78,2.84,NA,NA,NA,0,6,"Bot",NA,NA,NA,NA,467092,NA,"190328_183331",7.10431365779014,-139.091367683888,-5.13100617750311,-9.428013051647,30.0490832082349,-11.2221251739854,3.46,1.59,NA,NA,NA,97.1,2473,7.1,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.36,"null","null","null","null","null","null","null",41,1,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"131","FF",2019-03-28,96.6,-1.47,5.41,"Jacob deGrom",594809,594798,"strikeout","swinging_strike",NA,NA,NA,NA,2,"Adam Eaton strikes out swinging.  ","R","L","R","WSH","NYM","S","2","null",3,2,2019,-0.4,1.43,-0.04,3,NA,NA,NA,2,5,"Bot",NA,NA,NA,NA,467092,NA,"190328_182522",4.78770146066836,-140.777876522227,-4.30640721785196,-6.44961538031484,29.1641292125062,-11.896670004421,3.28,1.49,NA,NA,NA,98.2,2361,6.9,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.47,"null","null","0.00","1","0","0","null",37,6,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"132","SL",2019-03-28,90.9,-1.45,5.54,"Jacob deGrom",594809,594798,"null","foul",NA,NA,NA,NA,6,"null","R","L","R","WSH","NYM","S","null","null",3,1,2019,-0.09,0.55,0.56,2.16,NA,NA,NA,2,5,"Bot",NA,NA,NA,NA,467092,NA,"190328_182502",5.28318914484871,-132.477878557039,-3.8488946263899,-2.12885209356394,26.4063395410118,-24.9594116101221,3.28,1.49,12,NA,NA,92.3,2513,6.9,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.45,"null","null","null","null","null","null","null",37,5,"Slider",0,1,0,1,1,0,0,1,"Standard","Standard",0
"133","FT",2019-03-28,94.1,-1.39,5.45,"Jacob deGrom",594809,594798,"null","called_strike",NA,NA,NA,NA,5,"null","R","L","R","WSH","NYM","S","null","null",3,0,2019,-0.79,1.11,-0.1,2.14,NA,NA,NA,2,5,"Bot",NA,NA,NA,NA,467092,NA,"190328_182446",5.19691102709318,-137.112613878757,-5.48162927242731,-11.2557259445345,29.0089295585702,-16.954706063198,2.97,1.41,NA,NA,NA,95.4,2275,6.9,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.39,"null","null","null","null","null","null","null",37,4,"2-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"134","FF",2019-03-28,95.3,-1.43,5.5,"Jacob deGrom",594809,594798,"null","ball",NA,NA,NA,NA,12,"null","R","L","R","WSH","NYM","B","null","null",2,0,2019,-0.61,1.18,0.82,3.4,NA,NA,NA,2,5,"Bot",NA,NA,NA,NA,467092,NA,"190328_182430",7.41090071836357,-138.775055608097,-2.63303319769866,-9.71393119287582,30.5561392012547,-16.2304035500986,3,1.43,NA,NA,NA,96.5,2345,6.9,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.43,"null","null","null","null","null","null","null",37,3,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"135","FF",2019-03-28,95.5,-1.46,5.49,"Jacob deGrom",594809,594798,"null","ball",NA,NA,NA,NA,11,"null","R","L","R","WSH","NYM","B","null","null",1,0,2019,-0.69,1.17,-0.38,4.16,NA,NA,NA,2,5,"Bot",NA,NA,NA,NA,467092,NA,"190328_182413",4.45413951524832,-139.217935698732,-0.586433845880691,-10.0746203511582,30.6471790275318,-16.7787728048377,3.14,1.47,NA,NA,NA,96.5,2384,6.7,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.46,"null","null","null","null","null","null","null",37,2,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"136","CU",2019-03-28,83.2,-1.45,5.62,"Jacob deGrom",594809,594798,"null","ball",NA,NA,NA,NA,12,"null","R","L","R","WSH","NYM","B","null","null",0,0,2019,0.72,-0.04,1.11,3.28,NA,NA,NA,2,5,"Bot",NA,NA,NA,NA,467092,NA,"190328_182356",4.47558332288012,-121.318974150274,1.01114441755759,6.54206836438482,18.1564087050234,-32.8926998180137,2.92,1.34,NA,NA,NA,84.2,NA,6.3,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.45,"null","null","null","null","null","null","null",37,1,"Curveball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"137","FT",2019-03-28,94.6,-1.22,5.57,"Jacob deGrom",645302,594798,"strikeout","called_strike",NA,NA,NA,NA,14,"Victor Robles called out on strikes.  ","R","R","R","WSH","NYM","S","2","null",1,2,2019,-0.92,1.24,0.98,1.83,NA,NA,NA,1,5,"Bot",NA,NA,NA,NA,467092,NA,"190328_182325",7.92408972573623,-137.602758609494,-6.98022949134066,-13.5677711882986,28.8099807405193,-14.7905324829662,3.24,1.46,NA,NA,NA,95.9,2280,6.9,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.22,"null","null","0.00","1","0","0","null",36,4,"2-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"138","FF",2019-03-28,96.7,-1.37,5.47,"Jacob deGrom",645302,594798,"null","ball",NA,NA,NA,NA,11,"null","R","R","R","WSH","NYM","B","null","null",0,2,2019,-0.43,1.25,-0.02,4.18,NA,NA,NA,1,5,"Bot",NA,NA,NA,NA,467092,NA,"190328_182310",4.64750576537892,-140.929721024581,-0.789179580852931,-6.88413276166716,31.4180589402872,-15.3192046215177,3.26,1.51,NA,NA,NA,97.7,2384,6.7,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.37,"null","null","null","null","null","null","null",36,3,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"139","FF",2019-03-28,96.2,-1.44,5.5,"Jacob deGrom",645302,594798,"null","foul",NA,NA,NA,NA,11,"null","R","R","R","WSH","NYM","S","null","null",0,1,2019,-0.69,1.28,-0.36,3.68,NA,NA,NA,1,5,"Bot",NA,NA,NA,NA,467092,NA,"190328_182251",4.50075162165358,-140.224328770817,-2.21589513942153,-10.2673545550323,31.1746610047083,-14.8135638890304,3.36,1.54,98,NA,NA,97.2,2364,6.7,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.44,"null","null","null","null","null","null","null",36,2,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"140","FF",2019-03-28,95.3,-1.42,5.46,"Jacob deGrom",645302,594798,"null","swinging_strike",NA,NA,NA,NA,5,"null","R","R","R","WSH","NYM","S","null","null",0,0,2019,-0.59,1.58,0.01,2.66,NA,NA,NA,1,5,"Bot",NA,NA,NA,NA,467092,NA,"190328_182236",5.13326002935407,-138.792533553587,-5.36300457333057,-8.84407169048046,30.6340189394944,-10.5130114820238,3.36,1.53,NA,NA,NA,96.2,2413,6.7,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.42,"null","null","null","null","null","null","null",36,1,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",0
"141","FF",2019-03-28,96.4,-1.39,5.59,"Jacob deGrom",453286,594798,"strikeout","swinging_strike",NA,NA,NA,NA,11,"Max Scherzer strikes out swinging.  ","R","R","R","WSH","NYM","S","2","null",0,2,2019,-0.67,1.42,-0.97,3.73,NA,NA,NA,0,5,"Bot",NA,NA,NA,NA,467092,NA,"190328_182204",2.67329179017552,-140.394459016029,-2.63992828208356,-9.54852786394749,31.4832004757613,-12.840111037583,3.48,1.6,NA,NA,NA,96.9,2356,6.5,565895,594798,467092,624413,429664,643446,642708,607043,501571,624424,-1.39,"null","null","0.00","1","0","0","null",35,3,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Strategic",0
